gene	scaffold	start	end	exonLen	CDSlen	nonCDSLen	eExp	kExp	eRPK	kRPK	eTPM	kTPM	eSyn#	eSyns	eMis#	eMiss	kSyn#	kSyns	kMis#	kMiss	eSynFix	eMisFix	kSynFix	kMisFix	epN/pS	kpN/pS
XPO5	NW_008795857.1	4442447	4473647	4250	3537	27663	3433	2720	970.596550749223	769.013288097258	18.7579532355252	16.1511661961403	11	28	3	3	6	89	2	3	0	0	0	0	0.272727272727273	0.333333333333333
XPO6	NW_008794125.1	1769942	1810793	3593	3313	37538	6063	5044	1830.06338665862	1522.48717174766	35.3681902109487	31.975966765451	8	45	0	0	9	90	3	42	0	0	0	0	0	0.333333333333333
XPO7	NW_008796047.1	462732	495099	4083	3258	29109	5566	4541	1708.41006752609	1393.79987722529	33.0170925592284	29.2732177839541	9	75	0	0	2	10	0	0	0	0	0	0	0	0
XPOT	NW_008795442.1	2521999	2548100	3483	2865	23236	10810	8314	3773.12390924956	2901.91972076789	72.9201868550964	60.9474353999091	9	63	1	1	5	47	1	1	0	0	0	0	0.111111111111111	0.2
XPR1	NW_008795025.1	3477984	3583331	2263	1984	103363	6591	4187	3322.07661290323	2110.38306451613	64.2031518673421	44.3232232005452	2	4	0	0	3	5	1	2	0	0	1	0	0	0.333333333333333
XRCC2	NW_008796181.1	1922795	1932607	1348	807	9005	149	166	184.634448574969	205.700123915737	3.56828421589054	4.32020738698804	3	41	1	4	0	0	2	4	0	0	0	0	0.333333333333333	
XRCC3	NW_008795405.1	17461610	17477118	1811	1037	14471	1847	919	1781.09932497589	886.210221793636	34.4219004486814	18.6125894031329	2	2	2	2	1	1	4	51	0	0	0	0	1	4
XRCC5	NW_008794888.1	5742487	5794546	3208	2119	49940	1545	1219	729.117508258613	575.271354412459	14.0910784327024	12.0821101492063	7	21	4	30	4	43	3	4	0	0	0	0	0.571428571428571	0.75
XRCC6	NW_008794445.1	3718332	3731867	3131	1648	11887	3622	3807	2197.81553398058	2310.07281553398	42.4754456163017	48.5171980073203	8	46	4	7	4	35	5	6	0	0	0	0	0.5	1.25
XRN1	NW_008796078.1	3009393	3042014	6371	5172	27449	2849	2785	550.850734725445	538.476411446249	10.645857244968	11.3093260527244	9	29	4	4	9	104	5	7	0	0	1	0	0.444444444444444	0.555555555555556
XRN2	NW_008796214.1	860297	909390	2882	2814	46279	2928	2670	1040.51172707889	948.827292110874	20.1091486493489	19.9277015410667	10	60	5	8	5	38	5	39	0	0	0	0	0.5	1
XRRA1	NW_008794121.1	681338	697829	2221	2221	14270	171	78	76.9923457901846	35.119315623593	1.48797028045365	0.737591810324637	8	27	22	170	4	5	7	36	0	0	0	0	2.75	1.75
XXYLT1	NW_008795629.1	1440083	1477108	1418	618	36407	2816	2011	4556.63430420712	3254.04530744337	88.0624736650143	68.3429368305551	1	41	1	2	5	16	2	3	0	0	0	0	1	0.4
XYLB	NW_008796181.1	1065631	1159889	1815	1402	92856	1918	1315	1368.04564907275	937.945791726106	26.439138166689	19.6991633299617	4	16	7	64	3	4	5	6	0	0	0	1	1.75	1.66666666666667
XYLT1	NW_008795492.1	1583070	1684409	2548	2548	98791	927	372	363.8147566719	145.996860282575	7.03116056488927	3.06629233985398	8	45	4	4	9	59	6	17	1	0	1	0	0.5	0.666666666666667
XYLT2	NW_008795318.1	759306	766531	2610	2476	4749	1669	992	674.071082390953	400.64620355412	13.0272396199523	8.41455345390192	17	125	6	16	13	77	2	2	0	0	0	0	0.352941176470588	0.153846153846154
YAE1D1	NW_008794089.1	58692	63883	1275	666	4525	592	369	888.888888888889	554.054054054054	17.1788537641979	11.6364947747699	2	5	4	23	1	1	4	55	0	0	0	0	2	4
YAP1	NW_008794372.1	81833	177306	2987	1189	94284	2507	2234	2108.49453322119	1878.88982338099	40.7492091549197	39.4612970560598	2	7	0	0	0	0	0	0	0	0	0	0	0	
YARS	NW_008795919.1	3180762	3186244	2232	1691	3791	4380	2955	2590.18332347723	1747.48669426375	50.0584281035393	36.7015088834566	14	74	5	11	4	23	2	2	0	0	0	0	0.357142857142857	0.5
YARS2	NW_008796213.1	1723583	1729167	2854	650	4934	1833	1219	2820	1875.38461538462	54.4999135669177	39.3876790864125	0	0	0	0	1	30	0	0	0	0	0	0		0
YBEY	NW_008795697.1	289876	291041	471	471	694	74	79	157.112526539278	167.728237791932	3.03638975768465	3.52270459599734	1	8	0	0	0	0	0	0	1	0	0	0	0	
YBX1	NW_008794413.1	20902	27284	1176	771	5611	51046	44602	66207.5226977951	57849.5460440986	1279.54051932964	1214.98242877091	1	1	0	0	2	3	0	0	0	0	1	0	0	0
YBX3	NW_008796215.1	3465631	3543685	1460	905	77149	29403	78119	32489.5027624309	86319.3370165746	627.898968930717	1812.91790359678	4	10	4	25	1	4	2	2	0	0	0	0	1	2
YDJC	NW_008794161.1	320031	334228	1701	922	13275	1081	641	1172.45119305857	695.227765726681	22.659038540114	14.6014891578867	0	0	4	51	4	9	0	0	0	0	0	0		0
YEATS2	NW_008795907.1	1751205	1802658	7213	4158	47295	5185	3801	1246.99374699375	914.141414141414	24.0996636275341	19.1992129851278	8	49	1	1	5	24	2	2	1	0	1	2	0.125	0.4
YEATS4	NW_008794621.1	2188914	2219699	1890	768	30017	1513	932	1970.05208333333	1213.54166666667	38.0736412283663	25.4873530115069	2	3	0	0	1	1	2	3	0	0	0	0	0	2
YES1	NW_008796043.1	7544143	7560665	2063	1615	14907	5518	3773	3416.71826625387	2336.22291021672	66.0322163806188	49.0664141675648	1	3	1	4	5	6	0	0	0	0	0	0	1	0
YIPF1	NW_008796165.1	9771780	9779316	1269	913	6623	3660	2952	4008.76232201533	3233.29682365827	77.4741844184937	67.9071677546264	4	61	1	1	1	5	2	2	0	0	1	0	0.25	2
YIPF3	NW_008795857.1	4480670	4485795	1201	731	4394	7217	5025	9872.77701778386	6874.14500683995	190.803366714423	144.37391418365	4	43	1	1	0	0	3	6	0	0	0	0	0.25	
YIPF4	NW_008795857.1	5386061	5402989	3929	735	16193	3592	3377	4887.07482993197	4594.55782312925	94.4486368178552	96.4969892558634	3	14	0	0	0	0	0	0	0	0	1	0	0	
YIPF5	NW_008796044.1	18916467	18923776	1688	760	6549	4259	4040	5603.94736842105	5315.78947368421	108.303066387413	111.644623808254	4	11	0	0	3	30	0	0	0	0	0	0	0	0
YIPF6	NW_008796193.1	797522	804528	2015	854	6152	2210	1724	2587.82201405152	2018.73536299766	50.0127929405585	42.3983965666888	4	15	1	1	2	3	1	1	0	0	1	0	0.25	0.5
YJEFN3	NW_008795320.1	873356	878099	1065	1065	3678	701	545	658.215962441315	511.737089201878	12.7208202345451	10.7477346677309	4	11	1	4	2	24	1	5	0	0	0	0	0.25	0.5
YKT6	NW_008794216.1	23172	26023	504	492	2359	962	666	1955.28455284553	1353.65853658537	37.7882408258194	28.4301511243188	1	8	0	0	0	0	0	0	0	0	0	0	0	
YLPM1	NW_008795405.1	1792619	1832108	5926	5435	34054	3348	2705	616.007359705612	497.70009199632	11.9050878938089	10.4529232798514	12	27	4	4	12	90	10	44	2	0	0	1	0.333333333333333	0.833333333333333
YME1L1	NW_008794911.1	2191772	2214945	3831	2153	21020	7349	6826	3413.37668369717	3170.45982350209	65.9676362527758	66.5874365503706	1	1	0	0	4	9	5	5	1	0	1	0	0	1.25
YOD1	NW_008794598.1	2368488	2371596	3108	635	2473	4466	3666	7033.07086614173	5773.22834645669	135.922607913025	121.251962684028	2	37	2	3	0	0	0	0	0	0	0	0	1	
YPEL1	NW_008794776.1	5498482	5515601	5185	517	16602	8458	7630	16359.7678916828	14758.2205029014	316.172317755868	309.958846993941	0	0	1	2	0	0	0	0	0	0	0	0		
YPEL2	NW_008795131.1	2470561	2503279	6308	356	32362	7608	4862	21370.7865168539	13657.3033707865	413.016318448791	286.836885586798	0	0	0	0	0	0	0	0	0	0	0	0		
YPEL5	NW_008796042.1	1491243	1504379	2975	364	12772	4734	4741	13005.4945054945	13024.7252747253	251.34692427109	273.551193233156	0	0	0	0	1	4	0	0	0	0	0	0		0
YRDC	NW_008795919.1	538474	543009	1357	457	4078	3927	3079	8592.99781181619	6737.41794310722	166.07008440592	141.502310319273	0	0	1	1	1	41	2	2	0	0	0	0		2
YTHDC1	NW_008794665.1	9937554	9959234	3091	2236	19444	4347	3920	1944.09660107335	1753.13059033989	37.5720201149772	36.8200445510848	2	3	2	2	1	1	1	2	1	0	0	0	1	1
YTHDF1	NW_008794731.1	1134443	1150520	3206	1729	14348	4883	4291	2824.17582417582	2481.78137651822	54.5806164238869	52.1234991580045	2	10	0	0	3	44	0	0	0	0	0	0	0	0
YTHDF2	NW_008795030.1	254980	275582	1754	1569	19033	2882	2199	1836.83875079669	1401.52963671128	35.4991323243917	29.4355617018639	4	5	1	1	1	1	0	0	0	0	0	0	0.25	0
YTHDF3	NW_008794215.1	1149087	1172783	4540	1597	22099	4752	3892	2975.57921102066	2437.06950532248	57.5066701461501	51.1844401406895	3	17	0	0	0	0	0	0	0	0	0	0	0	
YWHAB	NW_008795560.1	196759	203208	2555	730	5719	53531	34999	73330.1369863014	47943.8356164384	1417.1936622708	1006.93820133781	1	1	0	0	2	4	0	0	0	0	0	0	0	0
YWHAE	NW_008794371.1	1032548	1045563	1606	704	12311	39709	29285	56404.8295454546	41598.0113636364	1090.09160815035	873.660319479492	0	0	0	0	2	2	0	0	0	0	0	0		0
YWHAH	NW_008795323.1	1106874	1126241	1683	900	18467	24433	14468	27147.7777777778	16075.5555555556	524.663667525808	337.626115818467	1	1	2	8	3	20	4	6	0	0	0	0	2	1.33333333333333
YWHAQ	NW_008795017.1	4418162	4440806	1845	733	21911	43700	35835	59618.0081855389	48888.1309686221	1152.19017487364	1026.7707210191	0	0	0	0	1	2	0	0	0	0	0	0		0
YWHAZ	NW_008795122.1	3308693	3334617	1948	733	25191	33411	21987	45581.173260573	29995.9072305593	880.911348574443	629.987661310087	0	0	0	0	1	1	0	0	0	0	0	0		0
YY1	NW_008795405.1	15077378	15104043	3302	1124	25541	3967	3222	3529.35943060498	2866.54804270463	68.2091432321126	60.2045433590581	3	9	0	0	1	1	0	0	1	0	0	0	0	0
ZADH2	NW_008795036.1	3654082	3662404	1999	1090	7232	2739	1898	2512.84403669725	1741.28440366972	48.563752768491	36.5712455606619	1	1	4	7	2	5	1	1	0	0	1	0	4	0.5
ZAR1L	NW_008794446.1	5504525	5506340	929	914	901	0	1	0	1.09409190371991	0	0.0229786148618501	2	7	5	18	3	48	0	0	0	0	0	0	2.5	0
ZBBX	NW_008795378.1	687038	711326	2399	2399	21889	374	353	155.898290954564	147.144643601501	3.01292318519644	3.09039860619302	4	28	13	93	4	9	4	48	0	0	1	0	3.25	1
ZBED1	NW_008795487.1	3857621	3859977	2356	2078	278	874	1160	420.596727622714	558.22906641001	8.12854088722211	11.7241802796573	13	70	0	0	5	13	0	0	0	0	0	0	0	0
ZBED4	NW_008794490.1	1704899	1710057	5158	3518	1640	1798	1260	511.085844229676	358.158044343377	9.87735260134486	7.52219784522486	8	40	0	0	6	59	1	1	0	0	2	1	0	0.166666666666667
ZBTB1	NW_008794627.1	581018	584291	3273	2135	1138	2146	2252	1005.15222482436	1054.80093676815	19.4257834661427	22.1534081364694	11	79	3	4	6	49	1	1	0	0	0	2	0.272727272727273	0.166666666666667
ZBTB10	NW_008794544.1	1143642	1172794	3551	1705	27447	1432	1500	839.882697947214	879.765395894428	16.2317498030046	18.4772322437516	5	20	0	0	1	3	0	0	0	0	1	0	0	0
ZBTB11	NW_008794443.1	7347807	7367933	3304	3065	17061	1247	883	406.851549755302	288.091353996737	7.86289868660655	6.05062540542724	7	47	5	9	8	16	3	13	0	0	0	0	0.714285714285714	0.375
ZBTB14	NW_008795863.1	5867929	5869816	1424	1345	542	477	377	354.646840148699	280.297397769517	6.85397948045552	5.88693319841382	5	48	0	0	4	12	0	0	0	0	1	0	0	0
ZBTB16	NW_008794084.1	438474	503923	2166	2012	63437	2458	4210	1221.66998011928	2092.44532803181	23.6102511786522	43.946486715461	13	117	4	8	9	33	4	27	0	0	0	0	0.307692307692308	0.444444444444444
ZBTB17	NW_008794443.1	495145	508798	2647	2254	11399	1918	1549	850.931677018634	687.222715173026	16.4452846981801	14.4333634519961	15	40	4	6	8	55	1	1	0	0	0	0	0.266666666666667	0.125
ZBTB18	NW_008794117.1	1283262	1292450	4591	1746	7442	9400	5075	5383.73424971363	2906.64375715922	104.047181303776	61.0466517568355	1	1	2	2	0	0	0	0	0	0	0	0	2	
ZBTB2	NW_008795490.1	2352251	2357538	3318	1567	3720	1153	969	735.80089342693	618.379068283344	14.2202429412158	12.9874779261234	4	5	1	2	1	41	1	2	0	0	1	0	0.25	1
ZBTB20	NW_008794443.1	4529921	4556491	2540	2005	24565	240	209	119.700748129676	104.239401496259	2.31336185353288	2.18928323321685	3	6	0	0	2	2	0	0	0	0	0	0	0	0
ZBTB21	NW_008795695.1	12063475	12067702	4227	3176	1051	1190	815	374.685138539043	256.612090680101	7.24124385290299	5.38948362617782	8	39	2	2	2	14	3	5	0	0	1	0	0.25	1.5
ZBTB24	NW_008796222.1	8403493	8412793	3825	2252	7048	2352	1970	1044.40497335702	874.777975133215	20.1843903463888	18.3724841687167	10	101	5	18	7	44	6	22	0	0	0	0	0.5	0.857142857142857
ZBTB25	NW_008794627.1	598723	601727	1772	1309	1695	827	751	631.779984721161	573.720397249809	12.209912964756	12.049536242767	15	43	5	7	8	19	3	9	0	0	0	0	0.333333333333333	0.375
ZBTB26	NW_008795382.1	1051397	1053717	1988	1261	1059	422	398	334.655035685964	315.622521808089	6.46761365943928	6.62884749050352	3	33	2	2	2	7	2	2	0	0	0	0	0.666666666666667	1
ZBTB33	NW_008794951.1	3302967	3309983	7016	2039	4977	3221	2478	1579.69592937715	1215.30161844041	30.5295360330022	25.5243163176486	8	66	7	42	7	78	3	34	0	0	0	0	0.875	0.428571428571429
ZBTB34	NW_008795332.1	868119	871784	2363	1561	2104	539	403	345.291479820628	258.167841127482	6.6731758175948	5.42215820335913	2	3	1	1	3	3	1	1	0	0	0	0	0.5	0.333333333333333
ZBTB37	NW_008795025.1	1463252	1470278	1783	1509	5517	219	160	145.129224652088	106.030483764082	2.80479794311083	2.22690035612787	3	21	1	1	3	6	0	0	0	0	2	0	0.333333333333333	0
ZBTB38	NW_008796078.1	2714154	2736616	4182	3589	18873	1443	1143	402.061855670103	318.473112287545	7.77033205055857	6.68871688587477	9	64	8	50	5	19	3	5	1	0	0	0	0.888888888888889	0.6
ZBTB39	NW_008795579.1	65612	70016	4404	2138	2266	466	405	217.960710944808	189.429373246024	4.21235457711914	3.97848169476663	2	4	2	8	4	50	2	4	0	0	0	0	1	0.5
ZBTB40	NW_008794413.1	301089	336387	6652	3685	31613	1883	1693	510.990502035278	459.430122116689	9.87550999802786	9.64915999849568	8	62	11	46	11	25	9	40	0	0	0	0	1.375	0.818181818181818
ZBTB41	NW_008795702.1	378360	393016	3076	2711	11945	1020	829	376.244928070823	305.791220951678	7.27138867370603	6.42236604666655	2	6	1	2	2	6	3	36	0	0	1	0	0.5	1.5
ZBTB42	NW_008795405.1	18971891	18975044	3151	1426	1727	697	415	488.779803646564	291.023842917251	9.44626136595487	6.11221486903813	4	53	0	0	7	7	0	0	0	0	0	0	0	0
ZBTB43	NW_008795332.1	848973	855216	4616	1394	4849	2952	2031	2117.64705882353	1456.95839311334	40.9260927911773	30.5997016075737	1	1	0	0	2	14	0	0	0	0	1	0	0	0
ZBTB44	NW_008794599.1	332774	356559	5964	1951	21834	4421	2986	2266.01742696053	1530.49718093286	43.7935297554888	32.1441966147723	4	22	2	4	3	9	1	2	0	0	0	0	0.5	0.333333333333333
ZBTB47	NW_008795026.1	2938564	2949155	6174	2065	8526	3666	2644	1775.30266343826	1280.38740920097	34.3098729476964	26.8912776430919	7	23	0	0	6	39	2	4	0	0	0	0	0	0.333333333333333
ZBTB48	NW_008794753.1	588017	591753	1347	1033	2703	1169	1207	1131.65537270087	1168.44143272023	21.8706099289842	24.5401374233914	7	45	3	21	6	93	1	27	0	0	0	0	0.428571428571429	0.166666666666667
ZBTB49	NW_008794710.1	2149952	2167897	2997	2294	15651	566	686	246.730601569311	299.040976460331	4.76836753895074	6.28059434735809	8	73	4	32	5	6	1	1	0	0	2	0	0.5	0.2
ZBTB6	NW_008795382.1	1057296	1058862	1566	1283	283	831	618	647.700701480904	481.683554169914	12.5176000879224	10.1165366811736	7	27	2	2	4	22	2	9	0	0	0	0	0.285714285714286	0.5
ZBTB7A	NW_008795475.1	803051	808168	1997	1645	3472	1685	1136	1024.31610942249	690.577507598784	19.7961487335912	14.5038223255431	2	3	0	0	0	0	0	0	0	0	0	0	0	
ZBTB7B	NW_008796119.1	135916	141648	1233	1227	4505	658	348	536.267318663407	283.61858190709	10.3640150765668	5.95668621543471	4	8	0	0	0	0	0	0	0	0	0	0	0	
ZBTB7C	NW_008795136.1	995556	1003598	1821	1821	6221	910	162	499.725425590335	88.9621087314662	9.65779875952639	1.86842259492829	7	21	2	16	5	16	0	0	0	0	0	0	0.285714285714286	0
ZBTB8A	NW_008795919.1	3090854	3094780	3017	1440	2486	615	442	427.083333333333	306.944444444444	8.25390239451694	6.44658657000632	5	15	0	0	7	117	0	0	0	0	0	0	0	0
ZBTB8B	NW_008795919.1	3074026	3078636	1611	1440	3170	651	608	452.083333333333	422.222222222222	8.73705765663501	8.86770279313087	5	50	2	2	7	22	3	9	0	0	1	0	0.4	0.428571428571429
ZBTB8OS	NW_008795919.1	3107528	3114412	2304	488	6396	2193	1836	4493.85245901639	3762.29508196721	86.849138510239	79.0174293322339	2	40	0	0	0	0	1	1	0	0	0	0	0	
ZC2HC1A	NW_008794544.1	1875131	1911106	4836	1289	34686	4057	2486	3147.40108611327	1928.62684251358	60.8273358700695	40.5058965116798	1	32	3	4	0	0	1	2	0	0	0	0	3	
ZC2HC1B	NW_008795490.1	6395134	6403678	668	668	7876	8	7	11.9760479041916	10.4790419161677	0.231451622571528	0.2200855956379	0	0	8	59	0	0	3	13	0	0	0	0		
ZC2HC1C	NW_008795405.1	1939221	1942435	944	944	2270	125	75	132.415254237288	79.4491525423729	2.55908507477789	1.66862717031761	0	0	4	11	2	3	1	1	1	0	0	0		0.5
ZC3H10	NW_008795324.1	78832	83537	1019	1019	3686	458	432	449.46025515211	423.945044160942	8.6863634955868	8.903886281621	1	1	1	1	3	4	1	1	0	0	0	0	1	0.333333333333333
ZC3H11A	NW_008794598.1	3725503	3744279	9334	2420	16356	5756	4924	2378.51239669422	2034.71074380165	45.9676312190344	42.7339187668973	2	7	4	19	6	17	2	2	0	0	0	0	2	0.333333333333333
ZC3H12A	NW_008795919.1	807888	819530	3796	1899	9743	2640	5663	1390.20537124803	2982.09583991575	26.8674016217313	62.6313306529061	2	31	1	8	5	9	2	3	0	0	0	1	0.5	0.4
ZC3H12B	NW_008796193.1	74891	82896	3001	2509	5496	1140	814	454.36428856118	324.432044639299	8.7811398774746	6.81386908838463	3	36	2	2	1	1	2	3	0	0	0	1	0.666666666666667	2
ZC3H12D	NW_008795490.1	1471050	1481965	1903	1903	9012	9	14	4.7293746715712	7.35680504466632	0.0914008903639009	0.154510959417884	6	51	9	105	4	12	4	12	0	0	0	0	1.5	1
ZC3H13	NW_008795921.1	236470	278606	5262	4931	37205	6770	5288	1372.94666396269	1072.39910768607	26.5338562120406	22.5230129113708	15	213	6	15	9	78	5	7	0	0	5	1	0.4	0.555555555555556
ZC3H14	NW_008795405.1	8491162	8515524	2755	2193	22169	1566	1452	714.090287277702	662.106703146375	13.8006591970249	13.9058655651516	6	38	1	2	2	28	1	8	2	0	0	1	0.166666666666667	0.5
ZC3H15	NW_008795703.1	132533	143310	2969	837	9940	4343	4145	5188.76941457587	4952.21027479092	100.279249862784	104.008568414056	0	0	0	0	0	0	1	1	0	0	1	0		
ZC3H18	NW_008795126.1	16521	57732	3086	2962	38249	1923	1804	649.223497636732	609.047940580689	12.5470299669553	12.791501345932	8	53	2	3	2	24	1	1	0	0	0	0	0.25	0.5
ZC3H3	NW_008795557.1	99672	304409	3321	3086	201651	2063	1435	668.50291639663	465.0032404407	12.9196280719322	9.76620915964161	17	52	21	81	10	76	10	70	0	0	0	1	1.23529411764706	1
ZC3H6	NW_008796214.1	1386166	1415331	4966	3621	25544	2186	2144	603.700635183651	592.101629384148	11.66724554532	12.4355872248327	15	133	5	38	10	52	7	45	0	0	0	0	0.333333333333333	0.7
ZC3H7A	NW_008795492.1	3769001	3792882	4776	2896	20985	3288	3208	1135.3591160221	1107.73480662983	21.9421892519917	23.2651493024203	2	6	3	6	4	7	2	2	0	0	0	0	1.5	0.5
ZC3H7B	NW_008794445.1	3503439	3554346	7322	3065	47842	12732	8589	4153.99673735726	2802.28384991843	80.2810152990173	58.8548376072645	12	72	4	47	4	4	4	11	0	0	0	0	0.333333333333333	1
ZC3HC1	NW_008795680.1	523586	532481	1727	1290	7605	1500	1476	1162.79069767442	1144.18604651163	22.4723377729333	24.0307147906876	11	34	9	33	6	15	4	16	0	0	0	1	0.818181818181818	0.666666666666667
ZC4H2	NW_008796193.1	31237	42309	1231	669	10403	1298	502	1940.20926756353	750.373692077728	37.4968926893422	15.7596889384648	1	3	0	0	0	0	0	0	0	0	0	0	0	
ZCCHC10	NW_008796044.1	18237859	18251357	2348	766	12732	1174	1031	1532.63707571802	1345.95300261097	29.6200667220161	28.2683160016014	5	55	5	23	2	8	1	1	0	0	0	0	1	0.5
ZCCHC11	NW_008796165.1	8809891	8851367	5417	4852	36624	2669	2312	550.082440230833	476.504534212696	10.6310090238509	10.0077645528413	2	3	2	3	3	4	1	1	0	0	0	2	1	0.333333333333333
ZCCHC14	NW_008795126.1	771890	827156	7444	2825	52441	3074	2421	1088.14159292035	856.991150442478	21.0296534619601	17.9989172016328	11	80	1	2	6	13	2	2	0	0	1	0	0.0909090909090909	0.333333333333333
ZCCHC17	NW_008796212.1	18235	35098	1495	716	16147	2672	2484	3731.84357541899	3469.27374301676	72.1223944346072	72.8632621446757	4	11	0	0	1	2	1	2	0	0	0	0	0	1
ZCCHC2	NW_008795259.1	5302556	5355944	3463	3163	50225	1969	1404	622.510275055327	443.882390135947	12.0307646046218	9.32261947301876	9	17	6	24	7	62	2	8	1	0	0	1	0.666666666666667	0.285714285714286
ZCCHC24	NW_008794953.1	1098407	1213800	951	778	114615	639	462	821.33676092545	593.830334190231	15.8733271204855	12.4718942679739	2	8	1	11	0	0	1	2	0	0	0	0	0.5	
ZCCHC4	NW_008794542.1	1570558	1588768	1544	1436	16774	449	456	312.674094707521	317.548746518106	6.04280536743764	6.66930293633798	2	23	5	11	7	57	7	19	0	0	0	0	2.5	1
ZCCHC8	NW_008795859.1	1505575	1519773	3336	1912	12286	1755	1749	917.887029288703	914.748953974896	17.7392779292302	19.2119728125238	7	28	3	35	7	59	4	56	0	0	0	1	0.428571428571429	0.571428571428571
ZDBF2	NW_008795918.1	229321	242675	4645	3201	10153	1479	1071	462.043111527648	334.582942830366	8.92954242639948	7.02706286053605	0	0	10	20	5	9	10	13	0	0	1	4		2
ZDHHC1	NW_008794457.1	1369531	1387944	1790	1709	16704	453	337	265.067290813341	197.191339964892	5.12274625487381	4.1415020436029	6	41	3	37	4	11	3	4	0	0	0	0	0.5	0.75
ZDHHC12	NW_008796111.1	1232774	1238179	2454	599	4806	695	924	1160.26711185309	1542.57095158598	22.423566422174	32.3977754273246	3	43	3	5	0	0	4	10	0	0	0	0	1	
ZDHHC13	NW_008794281.1	471430	489259	1945	1784	16045	726	675	406.95067264574	378.363228699552	7.86481435645101	7.94655629989822	9	64	6	68	11	45	6	6	0	0	0	0	0.666666666666667	0.545454545454545
ZDHHC14	NW_008795490.1	5531742	5648153	2361	1479	114932	5380	3188	3637.59296822177	2155.51048005409	70.3008873616008	45.271009668786	0	0	1	1	3	9	1	1	0	0	1	0		0.333333333333333
ZDHHC15	NW_008794118.1	2530	19711	2107	745	16436	753	613	1010.73825503356	822.818791946309	19.5337402617398	17.2812138148015	1	1	0	0	1	20	0	0	0	0	0	0	0	0
ZDHHC16	NW_008795129.1	11061608	11065676	1493	1118	2950	1593	1348	1424.86583184258	1205.72450805009	27.537256978679	25.3231734973787	7	25	2	3	2	2	3	56	0	0	0	0	0.285714285714286	1.5
ZDHHC17	NW_008795251.1	1022773	1083630	4889	1852	59005	4364	2862	2356.37149028078	1545.35637149028	45.5397314013658	32.4562760806901	9	27	0	0	3	5	2	2	0	0	0	0	0	0.666666666666667
ZDHHC18	NW_008795030.1	990873	1003187	1642	1049	11265	366	272	348.903717826501	259.294566253575	6.74298668961723	5.4458221959722	4	10	10	40	2	28	9	20	0	0	0	1	2.5	4.5
ZDHHC2	NW_008795127.1	4904497	4927685	1238	958	22230	276	276	288.100208768267	288.100208768267	5.56788527534806	6.05081137735883	0	0	0	0	2	3	0	0	0	0	0	1		0
ZDHHC20	NW_008795303.1	779317	805759	1454	899	25543	1335	998	1484.98331479422	1110.12235817575	28.6991001080141	23.3152937438972	1	18	1	1	1	2	0	0	0	0	0	0	1	0
ZDHHC22	NW_008795405.1	3076221	3081319	826	826	4272	1200	500	1452.78450363196	605.326876513317	28.0768191061345	12.7133498690866	1	6	2	17	2	47	2	2	0	0	0	0	2	1
ZDHHC23	NW_008794443.1	4686651	4691120	1662	1166	3303	790	356	677.530017152659	305.317324185249	13.09408772121	6.41241305163657	3	35	3	3	12	40	3	10	0	0	0	0	1	0.25
